rxn	name	ec	bihit	qseqid	pident	evalue	bitscore	qcovs	stitle	sstart	send	pathway	status	pathway.status	dbhit	complex	exception	complex.status
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q12VE5	52.370	8.56e-132	416	97	scaffold00007	118965	120221	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_A0B7E8	52.857	6.78e-117	372	98	scaffold00007	118959	120212	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_Q2NG02	42.373	5.54e-85	280	97	scaffold00007	118965	120194	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00459 rxn02936 rxn33849 	NA	0	1
2PGADEHYDRAT-RXN	enolase	4.2.1.11		UniRef90_A2SSV1	43.415	2.11e-80	266	99	scaffold00007	118962	120188	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00459 rxn02936 rxn33849 	NA	0	1
PEPDEPHOS-RXN	pyruvate kinase	2.7.1.40		UniRef90_Q57572	39.348	3.07e-85	282	96	scaffold00005	58180	59544	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn00148 rxn00304 rxn00411 rxn00460 rxn00517 rxn00840 rxn01354 rxn01667 rxn32775 	NA	0	1
RXN-15513	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase	5.4.2.11/3.1.3.13	NA	UniRef90_Q9HIJ2	29.282	1.49e-10	57.0	86	scaffold00027	24414	24944	|ANAGLYCOLYSIS-PWY|	bad_blast	NA	rxn01104 rxn01106 rxn18917 rxn33847 	NA	0	NA
PGLUCISOM-RXN	glucose-6-phosphate isomerase	5.3.1.9	NA	UniRef90_Q59000	28.649	3.34e-31	123	85	scaffold00009	79654	78557	|ANAGLYCOLYSIS-PWY|	bad_blast	NA	rxn00558 rxn01977 rxn02380 rxn15364 rxn20522 rxn33602 rxn33838 rxn37760 	NA	0	NA
GLUCOKIN-RXN	glucokinase	2.7.1.1/2.7.1.2	NA	UniRef50_A1RYM2	32.268	2.55e-27	109	94	scaffold00001	128989	129900	|ANAGLYCOLYSIS-PWY|	bad_blast	NA	rxn00216 rxn01169 rxn15249 	NA	0	NA
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_Q46D52	55.556	6.34e-180	558	99	scaffold00042	4792	6324	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_Q46AE4	51.816	1.39e-166	520	99	scaffold00042	4792	6324	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01106 rxn18917 rxn33847 	NA	0	1
3PGAREARR-RXN	3PGAREARR-RXN	5.4.2.12		UniRef90_Q12UT0	51.362	1.29e-158	497	99	scaffold00042	4792	6318	|ANAGLYCOLYSIS-PWY|	good_blast	NA	rxn01106 rxn18917 rxn33847 	NA	0	1
PHENYLPYRUVATE-DECARBOXYLASE-RXN	phenylpyruvate carboxy-lyase	4.1.1.43	NA									|ANAPHENOXI-PWY|	no_seq_data	NA	rxn01003 rxn01450 	NA	0	NA
PHENDEHYD-RXN	phenylacetaldehyde dehydrogenase	1.2.1.39	NA									|ANAPHENOXI-PWY|	no_seq_data	NA	rxn01840 rxn20533 	NA	0	NA
RXN-10814	L-phenylalanine:2-oxoglutarate aminotransferase	2.6.1.1/2.6.1.57/2.6.1.27		UniRef90_Q9V0L2	45.478	6.56e-113	360	99	scaffold00003	147055	145904	|ANAPHENOXI-PWY|	good_blast	NA	rxn00483 rxn00493 rxn01947 rxn06810 	NA	0	1
ARABISOM-RXN	L-arabinose isomerase	5.3.1.4		UniRef50_Q9S467	50.628	1.52e-142	450	95	scaffold00005	120937	122337	|ARABCAT-PWY|	good_blast	NA	rxn01292 rxn15244 rxn15245 rxn19175 	NA	0	1
RIBULPEPIM-RXN	L-ribulose-5-phosphate 4-epimerase	5.1.3.4		UniRef50_A0A1R4L9M3	63.913	1.88e-87	280	97	scaffold00012	47459	48148	|ARABCAT-PWY|	good_blast	NA	rxn04082 	NA	0	1
RXN0-5116	ribulokinase	2.7.1.16	NA									|ARABCAT-PWY|	no_blast	NA	rxn01114 rxn01763 rxn15219 rxn20787 	NA	0	NA
ARGINASE-RXN	arginase	3.5.3.1	NA									|ARGASEDEG-PWY|	no_blast	NA	rxn00394 rxn23849 	NA	0	NA
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	Ornithine--oxo-glutarate aminotransferase	2.6.1.13	NA	UniRef90_Q5JEW1	31.655	2.90e-56	198	91	scaffold00014	60111	58975	|ARGASEDEG-PWY|	bad_blast	NA	rxn00467 rxn00468 rxn05981 rxn15055 rxn20494 rxn29001 rxn38905 rxn38906 rxn38907 rxn38908 	NA	0	NA
RXN-14116	1-pyrroline-5-carboxylate dehydrogenase	1.2.1.88/1.5.1.12	NA									|ARGASEDEG-PWY|	no_blast	NA	rxn00183 rxn00503 rxn00504 rxn03071 rxn03072 rxn03424 rxn06840 rxn22005 rxn28336 rxn28900 rxn31682 rxn31683 rxn32266 rxn33493 rxn33582 	NA	0	NA
ARGDECARBOX-RXN	arginine decarboxylase	4.1.1.19	NA	UniRef90_Q57764	20.000	0.52	27.7	77	scaffold00015	2499	2146	|ARGDEG-III-PWY|	bad_blast	NA	rxn00405 	NA	0	NA
AGMATINE-DEIMINASE-RXN	agmatine deiminase	3.5.3.12	NA									|ARGDEG-III-PWY|	no_blast	NA	rxn01029 	NA	0	NA
N-CARBAMOYLPUTRESCINE-AMIDASE-RXN	N-carbamoylputrescine amidohydrolase	3.5.1.53	NA	UniRef50_F9VNT2	24.514	0.006	35.0	86	scaffold00026	38202	38963	|ARGDEG-III-PWY|	bad_blast	NA	rxn00853 	NA	0	NA
ARG-OXIDATION-RXN	L-arginine oxidase	1.4.3.25	NA									|ARGDEG-IV-PWY|	no_seq_data	NA	 	NA	0	NA
GUANIDINOBUTYRASE-RXN	guanidinobutyrase	3.5.3.7	NA									|ARGDEG-IV-PWY|	no_blast	NA	rxn01462 	NA	0	NA
1.2.1.54-RXN	4-guanidinobutyraldehyde dehydrogenase	1.2.1.54	NA									|ARGDEG-IV-PWY|	no_seq_data	NA	rxn02273 	NA	0	NA
4.1.1.75-RXN	2-oxoarginine decarboxylase	4.1.1.75	NA	UniRef50_A0A3N6M1B0	28.471	6.87e-55	199	86	scaffold00033	26070	24430	|ARGDEG-IV-PWY|	bad_blast	NA	rxn02274 	NA	0	NA
GUANIDINOBUTANAMIDE-NH3-RXN	guanidinobutyramidase	3.5.1.4	NA									|ARGDEG-V-PWY|	no_blast	NA	rxn00231 rxn01843 rxn02222 rxn02275 rxn03839 rxn03869 rxn06522 rxn19150 rxn32389 rxn33770 rxn38038 rxn38279 	NA	0	NA
GUANIDINOBUTYRASE-RXN	guanidinobutyrase	3.5.3.7	NA									|ARGDEG-V-PWY|	no_blast	NA	rxn01462 	NA	0	NA
ARGININE-2-MONOOXYGENASE-RXN	arginine 2-monooxygenase	1.13.12.1	NA									|ARGDEG-V-PWY|	no_seq_data	NA	rxn00401 	NA	0	NA
ARGINASE-RXN	arginase	3.5.3.1	NA									|ARG-GLU-PWY|	no_blast	NA	rxn00394 rxn23849 	NA	0	NA
ORNITHINE-CYCLODEAMINASE-RXN	ornithine cyclodeaminase	4.3.1.12	NA									|ARG-GLU-PWY|	no_blast	NA	rxn00471 rxn20495 	NA	0	NA
GLUTAMATE-DEHYDROGENASE-NADP+-RXN	glutamate dehydrogenase	1.4.1.3	NA	UniRef90_Q9YC65	32.394	1.42e-50	181	100	scaffold00020	22571	21324	|ARGININE-SYN4-PWY|	bad_blast	NA	rxn00182 rxn00184 rxn19826 rxn27885 rxn27886 rxn33943 	NA	0	NA
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	Ornithine--oxo-glutarate aminotransferase	2.6.1.13	NA	UniRef90_Q5JEW1	31.655	2.90e-56	198	91	scaffold00014	60111	58975	|ARGININE-SYN4-PWY|	bad_blast	NA	rxn00467 rxn00468 rxn05981 rxn15055 rxn20494 rxn29001 rxn38905 rxn38906 rxn38907 rxn38908 	NA	0	NA
GLUTKIN-RXN	glutamate 5-kinase	2.7.2.11	NA	UniRef90_Q3IP73	35.507	1.14e-31	121	94	scaffold00007	81074	81901	|ARGININE-SYN4-PWY|	bad_blast	NA	rxn00179 rxn33944 	NA	0	NA
GLUTSEMIALDEHYDROG-RXN	glutamate-5-semialdehyde dehydrogenase	1.2.1.41		UniRef90_Q3IP72	41.805	8.33e-97	315	92	scaffold00007	82594	83838	|ARGININE-SYN4-PWY|	good_blast	NA	rxn02373 rxn02990 rxn32479 rxn33945 	NA	0	1
PYRROLINECARBREDUCT-RXN	pyrroline-5-carboxylate reductase	1.5.1.2	NA	UniRef90_Q9HH99	30.888	2.02e-40	146	95	scaffold00003	149654	148878	|ARG-PRO-PWY|	bad_blast	NA	rxn00929 rxn00931 rxn02356 rxn02358 rxn13741 rxn20650 rxn28110 rxn31762 rxn32054 rxn33946 	NA	0	NA
ORNITHINE-GLU-AMINOTRANSFERASE-RXN	Ornithine--oxo-glutarate aminotransferase	2.6.1.13	NA	UniRef90_Q5JEW1	31.655	2.90e-56	198	91	scaffold00014	60111	58975	|ARG-PRO-PWY|	bad_blast	NA	rxn00467 rxn00468 rxn05981 rxn15055 rxn20494 rxn29001 rxn38905 rxn38906 rxn38907 rxn38908 	NA	0	NA
ARGINASE-RXN	arginase	3.5.3.1	NA									|ARG-PRO-PWY|	no_blast	NA	rxn00394 rxn23849 	NA	0	NA
SPONTPRO-RXN	SPONTPRO-RXN		NA									|ARG-PRO-PWY|	spontaneous	NA	 	NA	0	NA
SPERMINE-SYNTHASE-RXN	spermine synthase	2.5.1.22	NA									|ARGSPECAT-PWY|	no_blast	NA	rxn02061 	NA	0	NA
SAMDECARB-RXN	S-adenosylmethionine decarboxylase	4.1.1.50	NA									|ARGSPECAT-PWY|	no_blast	NA	rxn00127 	NA	0	NA
ARGSUCCINSYN-RXN	arginosuccinate synthetase	6.3.4.5		UniRef90_A2BJL6	42.159	1.29e-89	293	96	scaffold00014	63809	62646	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01434 rxn20795 rxn29991 rxn33988 	NA	0	1
ARGSUCCINSYN-RXN	arginosuccinate synthetase	6.3.4.5		UniRef90_O28032	44.216	5.36e-84	276	97	scaffold00014	63809	62646	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01434 rxn20795 rxn29991 rxn33988 	NA	0	1
ARGSUCCINSYN-RXN	arginosuccinate synthetase	6.3.4.5		UniRef90_Q8TWU0	42.132	1.39e-75	252	98	scaffold00014	63809	62634	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01434 rxn20795 rxn29991 rxn33988 	NA	0	1
ARGSUCCINLYA-RXN	argininosuccinase	4.3.2.1		UniRef90_Q12X66	45.995	2.76e-88	293	78	scaffold00014	65473	64319	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00802 rxn23778 rxn29990 rxn33989 	NA	0	1
ARGSUCCINLYA-RXN	argininosuccinase	4.3.2.1		UniRef90_A9A331	36.721	5.64e-87	289	88	scaffold00014	65446	64169	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00802 rxn23778 rxn29990 rxn33989 	NA	0	1
ARGSUCCINLYA-RXN	argininosuccinase	4.3.2.1		UniRef90_B0R7V5	39.637	2.77e-57	202	77	scaffold00014	65437	64292	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00802 rxn23778 rxn29990 rxn33989 	NA	0	1
ORNCARBAMTRANSFER-RXN	ornithine carbamoyltransferase	2.1.3.3		UniRef90_A3CU82	37.576	8.06e-69	229	97	scaffold00026	46417	47406	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01019 rxn25283 rxn30043 rxn33987 	NA	0	1
ORNCARBAMTRANSFER-RXN	ornithine carbamoyltransferase	2.1.3.3		UniRef90_A2SQ85	38.580	1.21e-66	223	97	scaffold00026	46417	47388	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01019 rxn25283 rxn30043 rxn33987 	NA	0	1
ORNCARBAMTRANSFER-RXN	ornithine carbamoyltransferase	2.1.3.3		UniRef90_A6UNM1	41.034	3.40e-63	213	89	scaffold00026	46543	47409	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01019 rxn25283 rxn30043 rxn33987 	NA	0	1
ACETYLORNTRANSAM-RXN	acetylornithine aminotransferase	2.6.1.11/2.6.1.69		UniRef90_Q58131	42.308	2.89e-99	321	97	scaffold00014	60138	58972	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01637 rxn30059 rxn33986 rxn33990 	NA	0	1
N-ACETYLGLUTPREDUCT-RXN	N-acetylglutamylphosphate reductase	1.2.1.38	NA	UniRef90_Q6M102	31.198	2.35e-27	110	98	scaffold00001	211296	212225	|ARGSYNBSUB-PWY|	bad_blast	threshold	rxn02465 rxn33986 rxn33990 	NA	0	NA
ACETYLGLUTKIN-RXN	acetylglutamate kinase	2.7.2.8		UniRef90_A5UK52	49.658	2.96e-80	261	100	scaffold00014	61088	60246	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01917 rxn33986 rxn33990 	NA	0	1
ACETYLGLUTKIN-RXN	acetylglutamate kinase	2.7.2.8		UniRef90_A3CRT9	47.751	4.52e-65	218	99	scaffold00014	61088	60252	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01917 rxn33986 rxn33990 	NA	0	1
GLUTAMATE-N-ACETYLTRANSFERASE-RXN	acetylornithine acetyltransferase	2.3.1.35		UniRef90_O29118	37.940	1.18e-64	220	93	scaffold00014	62229	61123	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn01636 	NA	0	1
CARBPSYN-RXN	carbamoyl-phosphate synthetase	6.3.5.5/2.7.2.9		UniRef90_A0B8K9	51.336	0.0	1061	99	scaffold00005	30281	33403	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00189 rxn00414 rxn07456 rxn31726 rxn33987 rxn34026 	Subunit 1	0	1
CARBPSYN-RXN	carbamoyl-phosphate synthetase	6.3.5.5/2.7.2.9		UniRef90_A0B8K9	49.815	0.0	1017	99	scaffold00005	126183	129398	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00189 rxn00414 rxn07456 rxn31726 rxn33987 rxn34026 	Subunit 1	0	1
CARBPSYN-RXN	carbamoyl-phosphate synthetase	6.3.5.5/2.7.2.9		UniRef90_A2BJL3	42.095	0.0	746	92	scaffold00005	30293	33202	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00189 rxn00414 rxn07456 rxn31726 rxn33987 rxn34026 	Subunit 1	0	1
CARBPSYN-RXN	carbamoyl-phosphate synthetase	6.3.5.5/2.7.2.9		UniRef90_A2BJL3	40.344	0.0	713	92	scaffold00005	126183	129098	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00189 rxn00414 rxn07456 rxn31726 rxn33987 rxn34026 	Subunit 1	0	1
CARBPSYN-RXN	carbamoyl-phosphate synthetase	6.3.5.5/2.7.2.9		UniRef90_A6UQN4	41.379	4.31e-87	285	97	scaffold00005	29164	30261	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00189 rxn00414 rxn07456 rxn31726 rxn33987 rxn34026 	Subunit 2	0	1
CARBPSYN-RXN	carbamoyl-phosphate synthetase	6.3.5.5/2.7.2.9		UniRef90_A4YI77	34.225	1.21e-72	243	96	scaffold00005	29167	30264	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00189 rxn00414 rxn07456 rxn31726 rxn33987 rxn34026 	Subunit 2	0	1
N-ACETYLTRANSFER-RXN	acetylglutamate synthase	2.3.1.1		UniRef90_O29118	37.940	1.18e-64	220	93	scaffold00014	62229	61123	|ARGSYNBSUB-PWY|	good_blast	threshold	rxn00192 rxn33986 	NA	0	1
ASNSYNB-RXN	L-aspartate:L-glutamine amido-ligase (AMP-forming)	6.3.5.4	NA	UniRef90_Q58516	28.017	1.62e-33	133	83	scaffold00026	1591	353	|ASPARAGINE-BIOSYNTHESIS|	bad_blast	NA	rxn00189 rxn00340 rxn00416 rxn33951 	NA	0	NA
ASPARAGHYD-RXN	L-asparaginase	3.5.1.38/3.5.1.1	NA									|ASPARAGINE-DEG1-PWY-1|	no_blast	NA	rxn00342 rxn29950 rxn33950 	NA	0	NA
3.5.1.26-RXN	L-asparaginase	3.5.1.26/3.5.1.37	NA									|ASPARAGINE-DEG1-PWY-1|	no_blast	NA	rxn02452 	NA	0	NA
ASPAMINOTRANS-RXN	aspartate aminotransferase	2.6.1.1		UniRef90_Q9V0L2	45.478	6.56e-113	360	99	scaffold00003	147055	145904	|ASPARAGINE-DEG1-PWY-1|	good_blast	NA	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
ASPARAGHYD-RXN	asparaginase	3.5.1.38/3.5.1.1	NA									|ASPARAGINE-DEG1-PWY|	no_blast	NA	rxn00342 rxn29950 rxn33950 	NA	0	NA
ASNSYNA-RXN	L-aspartate:ammonia ligase (AMP-forming)	6.3.1.1		UniRef50_Q8A5V7	50.000	4.30e-96	309	99	scaffold00013	82834	81836	|ASPARAGINESYN-PWY|	good_blast	full	rxn00340 rxn29993 	NA	0	1
ASPAMINOTRANS-RXN	aspartate aminotransferase	2.6.1.1		UniRef90_Q9V0L2	45.478	6.56e-113	360	99	scaffold00003	147055	145904	|ASPARTATE-DEG1-PWY|	good_blast	full	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
ASPAMINOTRANS-RXN	aspartate transaminase	2.6.1.1		UniRef90_Q9V0L2	45.478	6.56e-113	360	99	scaffold00003	147055	145904	|ASPARTATESYN-PWY|	good_blast	full	rxn00260 rxn00493 rxn00527 rxn00647 rxn01757 rxn01906 rxn15507 rxn31662 rxn31663 rxn33947 rxn33948 	NA	0	1
L-3-CYANOALANINE-SYNTHASE-RXN	beta-cyanoalanine synthase	4.4.1.9	NA									|ASPSYNII-PWY|	no_seq_data	NA	rxn02041 rxn02516 rxn15370 rxn19997 rxn31670 	NA	0	NA
3-CYANOALANINE-HYDRATASE-RXN	beta-cyano-L-alanine hydratase	4.2.1.65	NA									|ASPSYNII-PWY|	no_seq_data	NA	rxn00937 rxn32243 	NA	0	NA
3.5.5.4-RXN	beta-cyano-L-alanine nitrilase	3.5.5.4	NA									|ASPSYNII-PWY|	no_seq_data	NA	rxn00343 rxn30587 	NA	0	NA
ARGININE-N-SUCCINYLTRANSFERASE-RXN	arginine N-succinyltransferase	2.3.1.109	NA									|AST-PWY|	no_blast	NA	rxn00601 rxn24306 	NA	0	NA
SUCCARGDIHYDRO-RXN	N-succinylarginine dihydrolase	3.5.3.23	NA	UniRef50_A0A1Q9MR30	32.353	9.2	20.0	87	scaffold00020	9723	9821	|AST-PWY|	bad_blast	NA	rxn02927 	NA	0	NA
SUCCORNTRANSAM-RXN	succinylornithine transaminase	2.6.1.81	NA									|AST-PWY|	no_seq_data	NA	rxn02944 	NA	0	NA
SUCCGLUALDDEHYD-RXN	succinylglutamate semialdehyde dehydrogenase	1.2.1.71	NA									|AST-PWY|	no_blast	NA	rxn03422 	NA	0	NA
SUCCGLUDESUCC-RXN	succinylglutamate desuccinylase	3.5.1.96	NA	UniRef50_A0A315Y6N4	40.741	1.19e-10	51.6	89	scaffold00056	2651	2812	|AST-PWY|	bad_blast	NA	rxn00291 	NA	0	NA
RXN-2901	beta-alanine aminotransferase		NA									|BETA-ALA-DEGRADATION-I-PWY|	no_seq_data	NA	 	NA	0	NA
RXN-2902	malonate semialdehyde dehydrogenase	1.2.1.18	NA									|BETA-ALA-DEGRADATION-I-PWY|	no_blast	NA	rxn00501 rxn00502 rxn00532 rxn23817 rxn25951 rxn37807 	NA	0	NA
CHD-RXN	choline dehydrogenase	1.1.99.1	NA	UniRef50_A0A3D2VD90	30.357	1.6	23.5	85	scaffold00014	65806	65639	|BETSYN-PWY|	bad_blast	NA	rxn01869 rxn05921 rxn10062 rxn11931 rxn11935 rxn19288 	NA	0	NA
BADH-RXN	betaine aldehyde dehydrogenase	1.2.1.8	NA	UniRef50_A0A8J8JP59	23.399	7.25e-07	48.9	77	scaffold00020	25568	24432	|BETSYN-PWY|	bad_blast	NA	rxn01867 rxn01868 	NA	0	NA
BETAGALACTOSID-RXN	lactose galactohydrolase	3.2.1.108	NA									|BGALACT-PWY|	no_seq_data	NA	rxn00816 rxn07039 rxn15136 rxn15230 rxn15582 rxn15588 rxn35560 	NA	0	NA
SPERMIDINESYN-RXN	spermidine synthase	2.5.1.16	NA									|BSUBPOLYAMSYN-PWY|	no_blast	NA	rxn01406 rxn02061 rxn12049 	NA	0	NA
SAMDECARB-RXN	S-adenosylmethionine decarboxylase	4.1.1.50	NA									|BSUBPOLYAMSYN-PWY|	no_blast	NA	rxn00127 	NA	0	NA
RIBULOSE-BISPHOSPHATE-CARBOXYLASE-RXN	ribulose bisphosphate carboxylase	4.1.1.39	NA									|CALVIN-PWY|	no_blast	NA	rxn00018 rxn02251 rxn20788 rxn33875 rxn38286 	NA	1	NA
PHOSGLYPHOS-RXN	phosphoglycerate kinase	2.7.2.3		UniRef90_A2SSW4	32.471	3.38e-58	202	98	scaffold00001	302545	303747	|CALVIN-PWY|	good_blast	NA	rxn01100 rxn32521 rxn33845 	NA	0	1
1.2.1.13-RXN	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13		UniRef90_Q48335	41.349	2.12e-73	244	99	scaffold00001	301280	302284	|CALVIN-PWY|	good_blast	NA	rxn00782 rxn30562 rxn33574 rxn33876 	NA	0	1
1.2.1.13-RXN	glyceraldehyde-3-phosphate dehydrogenase	1.2.1.13		UniRef90_Q48335	36.119	3.37e-65	220	99	scaffold00050	13567	12569	|CALVIN-PWY|	good_blast	NA	rxn00782 rxn30562 rxn33574 rxn33876 	NA	0	1
TRIOSEPISOMERIZATION-RXN	triosephosphate isomerase	5.3.1.1	NA	UniRef90_Q96YZ9	23.301	1.78e-04	39.3	78	scaffold00001	303906	304511	|CALVIN-PWY|	bad_blast	NA	rxn00747 	NA	0	NA
F16ALDOLASE-RXN	fructose-bisphosphate aldolase	4.1.2.13/4.1.2.7	NA	UniRef90_D4GYE0	31.600	4.24e-21	91.7	75	scaffold00001	288547	289245	|CALVIN-PWY|	bad_blast	NA	rxn00786 rxn01334 rxn01870 rxn15116 rxn28981 rxn31335 rxn33841 rxn33866 	NA	0	NA
SEDOBISALDOL-RXN	sedoheptulose-1,7-bisphosphate aldolase	4.1.2.13/4.1.2.7	NA	UniRef90_D4GYE0	31.600	4.24e-21	91.7	75	scaffold00001	288547	289245	|CALVIN-PWY|	bad_blast	NA	rxn00786 rxn01334 rxn01870 rxn15116 rxn28981 rxn31335 rxn33841 rxn33866 	NA	0	NA
F16BDEPHOS-RXN	fructose 1,6-bisphosphatase	3.1.3.11	NA									|CALVIN-PWY|	no_blast	NA	rxn00549 rxn15494 rxn33589 rxn33840 	NA	0	NA
1TRANSKETO-RXN	sedoheptulose-7-phosphate:D-glyceraldehyde-3-phosphate glycoaldehyde transferase	2.2.1.1		UniRef90_Q58092	50.163	8.74e-95	304	96	scaffold00011	55321	56232	|CALVIN-PWY|	good_blast	NA	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
2TRANSKETO-RXN	D-fructose 6-phosphate:D-glyceraldehyde-3-phosphate glycolaldehydetransferase	2.2.1.1		UniRef90_Q58092	50.163	8.74e-95	304	96	scaffold00011	55321	56232	|CALVIN-PWY|	good_blast	NA	rxn00785 rxn01200 rxn04443 rxn04676 rxn04678 rxn15228 rxn15271 rxn15630 rxn15640 rxn27536 rxn33863 rxn33864 rxn33865 	NA	0	1
SEDOHEPTULOSE-BISPHOSPHATASE-RXN	sedoheptulose bisphosphatase	3.1.3.37	NA									|CALVIN-PWY|	no_seq_data	NA	rxn01345 rxn33873 rxn33874 	NA	0	NA
RIBULP3EPIM-RXN	pentose-5-phosphate 3-epimerase	5.1.3.1	NA	UniRef90_Q58093	38.462	3.13e-40	144	88	scaffold00012	48177	48788	|CALVIN-PWY|	bad_blast	NA	rxn01116 rxn33862 	NA	0	NA
PHOSPHORIBULOKINASE-RXN	phosphoribulokinase	2.7.1.19	NA	UniRef50_A0A7K4BRS4	36.000	3.07e-13	63.2	79	scaffold00001	285994	286353	|CALVIN-PWY|	bad_blast	NA	rxn01111 rxn33877 rxn38263 	NA	0	NA
RIB5PISOM-RXN	ribose 5-phosphate isomerase	5.3.1.6	NA									|CALVIN-PWY|	no_blast	NA	rxn00777 rxn15114 rxn33860 rxn33861 	NA	0	NA
RXN-8275	dihydrocamalexic acid decarboxylase	1.14.19.52	NA									|CAMALEXIN-SYN|	no_seq_data	NA	 	NA	0	NA
RXN-11663	indole-3-acetonitrile glutathione transferase	2.5.1.18	NA	UniRef50_F7PKL5	29.487	1.2	25.0	77	scaffold00049	9786	9983	|CAMALEXIN-SYN|	bad_blast	NA	rxn04809 rxn04810 rxn04811 rxn04830 rxn04831 rxn04832 rxn04833 rxn04872 rxn04873 rxn04886 rxn04887 rxn04894 rxn04895 rxn04896 rxn04897 rxn04903 rxn04916 rxn04919 rxn06401 rxn07181 rxn11808 rxn12154 rxn12155 rxn15652 rxn16246 rxn19876 rxn19877 rxn28898 rxn31674 rxn37744 	NA	0	NA
RXN-11664	indole-3-acetonitrile-glutatione conjugate gamma-glutamyl peptidase	3.4.19.16	NA									|CAMALEXIN-SYN|	no_seq_data	NA	 	NA	0	NA
RXN-11665	RXN-11665	3.4.13.23	NA									|CAMALEXIN-SYN|	no_seq_data	NA	 	NA	0	NA
RXN-11666	dihydrocamalexate synthase	1.14.19.52	NA									|CAMALEXIN-SYN|	no_seq_data	NA	 	NA	0	NA
RXN-12061	L-tryptophan N-monooxygenase	1.14.14.156/1.14.13.125	NA									|CAMALEXIN-SYN|	no_seq_data	NA	rxn14002 rxn16426 rxn16427 rxn16428 	NA	0	NA
RXN-12062	N-hydroxy-L-tryptophan N-monooxygenase	1.14.14.156/1.14.13.125	NA									|CAMALEXIN-SYN|	no_seq_data	NA	rxn14002 rxn16426 rxn16427 rxn16428 	NA	0	NA
RXN-12063	N,N-dihydroxy-L-tryptophan carboxy-lyase	1.14.14.156	NA									|CAMALEXIN-SYN|	spontaneous	NA	rxn14002 rxn16426 rxn16427 rxn16428 	NA	0	NA
RXN-19840	indole-3-acetaldoxime dehydratase		NA									|CAMALEXIN-SYN|	no_seq_data	NA	 	NA	0	NA
RXN-19841	indole-3-acetaldoxime dehydratase		NA									|CAMALEXIN-SYN|	no_seq_data	NA	 	NA	0	NA
RXN-19839	indole-3-acetaldoxime dehydratase		NA									|CAMALEXIN-SYN|	no_seq_data	NA	 	NA	0	NA
RXN-19837	indole-3-acetaldoxime dehydratase		NA									|CAMALEXIN-SYN|	no_seq_data	NA	 	NA	0	NA
CROBETREDUCT-RXN	crotonobetainyl-CoA reductase	1.3.8.13	NA									|CARNMET-PWY|	no_blast	NA	rxn13787 	NA	0	NA
RXN0-3601	gamma-butyrobetainyl-CoA:carnitine CoA transferase	2.8.3.21	NA									|CARNMET-PWY|	no_seq_data	NA	 	NA	0	NA
